#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 9893568, SEN S/N: 9893568)","Ext. Line Event, units (LGR S/N: 1147179, SEN S/N: 1147179)",Coupler Attached (LGR S/N: 9893568),Host Connected (LGR S/N: 9893568),Stopped (LGR S/N: 9893568),End Of File (LGR S/N: 9893568)
,06/09/2022 17:39,,136,,,,
,06/09/2022 17:47,,137,,,,
,06/09/2022 17:55,,138,,,,
,06/09/2022 18:00,7.481,,,,,
,06/09/2022 18:01,,139,,,,
,06/09/2022 18:09,,140,,,,
,06/09/2022 18:15,,141,,,,
,06/09/2022 18:23,,142,,,,
,06/09/2022 18:29,,143,,,,
,06/09/2022 18:37,,144,,,,
,06/09/2022 18:50,,145,,,,
,06/09/2022 19:00,6.775,,,,,
,06/09/2022 19:07,,146,,,,
,06/09/2022 19:18,,147,,,,
,06/09/2022 19:29,,148,,,,
,06/09/2022 19:39,,149,,,,
,06/09/2022 19:49,,150,,,,
,06/09/2022 19:57,,151,,,,
,06/09/2022 20:00,6.268,,,,,
,06/09/2022 20:03,,152,,,,
,06/09/2022 20:08,,153,,,,
,06/09/2022 20:14,,154,,,,
,06/09/2022 20:18,,155,,,,
,06/09/2022 20:22,,156,,,,
,06/09/2022 20:26,,157,,,,
,06/09/2022 20:32,,158,,,,
,06/09/2022 20:37,,159,,,,
,06/09/2022 20:43,,160,,,,
,06/09/2022 20:49,,161,,,,
,06/09/2022 20:58,,162,,,,
,06/09/2022 21:00,6.064,,,,,
,06/09/2022 21:03,,163,,,,
,06/09/2022 21:11,,164,,,,
,06/09/2022 21:15,,165,,,,
,06/09/2022 21:21,,166,,,,
,06/09/2022 21:26,,167,,,,
,06/09/2022 21:32,,168,,,,
,06/09/2022 21:37,,169,,,,
,06/09/2022 21:44,,170,,,,
,06/09/2022 21:48,,171,,,,
,06/09/2022 21:53,,172,,,,
,06/09/2022 21:57,,173,,,,
,06/09/2022 22:00,6.064,,,,,
,06/09/2022 22:00,,174,,,,
,06/09/2022 22:03,,175,,,,
,06/09/2022 22:06,,176,,,,
,06/09/2022 22:09,,177,,,,
,06/09/2022 22:12,,178,,,,
,06/09/2022 22:15,,179,,,,
,06/09/2022 22:18,,180,,,,
,06/09/2022 22:21,,181,,,,
,06/09/2022 22:25,,182,,,,
,06/09/2022 22:30,,183,,,,
,06/09/2022 22:39,,184,,,,
,06/09/2022 22:48,,185,,,,
,06/09/2022 22:54,,186,,,,
,06/09/2022 23:00,6.166,,,,,
,06/09/2022 23:00,,187,,,,
,06/09/2022 23:07,,188,,,,
,06/09/2022 23:13,,189,,,,
,06/09/2022 23:19,,190,,,,
,06/09/2022 23:29,,191,,,,
,06/09/2022 23:33,,192,,,,
,06/09/2022 23:40,,193,,,,
,06/09/2022 23:50,,194,,,,
,06/10/2022 0:00,6.37,,,,,
,06/10/2022 0:23,,195,,,,
,06/10/2022 1:00,7.28,,,,,
,06/10/2022 2:00,7.983,,,,,
,06/10/2022 2:38,,196,,,,
,06/10/2022 3:00,7.782,,,,,
,06/10/2022 4:00,7.582,,,,,
,06/10/2022 5:00,6.978,,,,,
,06/10/2022 6:00,7.079,,,,,
,06/10/2022 7:00,8.182,,,,,
,06/10/2022 8:00,10.748,,,,,
,06/10/2022 9:00,15.664,,,,,
,06/10/2022 10:00,22.429,,,,,
,06/10/2022 11:00,32.704,,,,,
,06/10/2022 12:00,34.268,,,,,
,06/10/2022 13:00,34.268,,,,,
,06/10/2022 14:00,33.118,,,,,
,06/10/2022 15:00,33.848,,,,,
,06/10/2022 16:00,33.743,,,,,
,06/10/2022 17:00,27.468,,,,,
,06/10/2022 18:00,18.806,,,,,
,06/10/2022 19:00,15.855,,,,,
,06/10/2022 20:00,13.365,,,,,
,06/10/2022 20:20,,197,,,,
,06/10/2022 20:32,,198,,,,
,06/10/2022 20:35,,199,,,,
,06/10/2022 20:42,,200,,,,
,06/10/2022 20:52,,201,,,,
,06/10/2022 21:00,10.455,,,,,
,06/10/2022 21:06,,202,,,,
,06/10/2022 21:16,,203,,,,
,06/10/2022 21:48,,204,,,,
,06/10/2022 22:00,9.472,,,,,
,06/10/2022 22:01,,205,,,,
,06/10/2022 22:15,,206,,,,
,06/10/2022 22:19,,207,,,,
,06/10/2022 22:23,,208,,,,
,06/10/2022 22:29,,209,,,,
,06/10/2022 22:40,,210,,,,
,06/10/2022 22:56,,211,,,,
,06/10/2022 23:00,8.779,,,,,
,06/10/2022 23:21,,212,,,,
,06/11/2022 0:00,8.382,,,,,
,06/11/2022 0:32,,213,,,,
,06/11/2022 0:42,,214,,,,
,06/11/2022 0:51,,215,,,,
,06/11/2022 1:00,8.182,,,,,
,06/11/2022 1:00,,216,,,,
,06/11/2022 1:05,,217,,,,
,06/11/2022 1:09,,218,,,,
,06/11/2022 1:12,,219,,,,
,06/11/2022 1:17,,220,,,,
,06/11/2022 1:22,,221,,,,
,06/11/2022 1:26,,222,,,,
,06/11/2022 1:30,,223,,,,
,06/11/2022 1:36,,224,,,,
,06/11/2022 1:40,,225,,,,
,06/11/2022 1:46,,226,,,,
,06/11/2022 1:49,,227,,,,
,06/11/2022 1:52,,228,,,,
,06/11/2022 1:55,,229,,,,
,06/11/2022 2:00,8.082,,,,,
,06/11/2022 2:03,,230,,,,
,06/11/2022 2:11,,231,,,,
,06/11/2022 2:16,,232,,,,
,06/11/2022 2:18,,233,,,,
,06/11/2022 2:20,,234,,,,
,06/11/2022 2:23,,235,,,,
,06/11/2022 2:26,,236,,,,
,06/11/2022 2:28,,237,,,,
,06/11/2022 2:33,,238,,,,
,06/11/2022 2:39,,239,,,,
,06/11/2022 2:44,,240,,,,
,06/11/2022 2:53,,241,,,,
,06/11/2022 3:00,7.882,,,,,
,06/11/2022 3:04,,242,,,,
,06/11/2022 3:06,,243,,,,
,06/11/2022 3:09,,244,,,,
,06/11/2022 3:12,,245,,,,
,06/11/2022 3:15,,246,,,,
,06/11/2022 3:19,,247,,,,
,06/11/2022 3:22,,248,,,,
,06/11/2022 3:25,,249,,,,
,06/11/2022 3:28,,250,,,,
,06/11/2022 3:31,,251,,,,
,06/11/2022 3:37,,252,,,,
,06/11/2022 3:39,,253,,,,
,06/11/2022 3:42,,254,,,,
,06/11/2022 3:51,,255,,,,
,06/11/2022 4:00,7.882,,,,,
,06/11/2022 4:05,,256,,,,
,06/11/2022 4:23,,257,,,,
,06/11/2022 4:27,,258,,,,
,06/11/2022 4:31,,259,,,,
,06/11/2022 4:35,,260,,,,
,06/11/2022 4:42,,261,,,,
,06/11/2022 4:46,,262,,,,
,06/11/2022 4:49,,263,,,,
,06/11/2022 4:52,,264,,,,
,06/11/2022 4:55,,265,,,,
,06/11/2022 4:58,,266,,,,
,06/11/2022 5:00,8.282,,,,,
,06/11/2022 5:01,,267,,,,
,06/11/2022 5:04,,268,,,,
,06/11/2022 5:07,,269,,,,
,06/11/2022 5:12,,270,,,,
,06/11/2022 5:15,,271,,,,
,06/11/2022 5:17,,272,,,,
,06/11/2022 5:20,,273,,,,
,06/11/2022 5:26,,274,,,,
,06/11/2022 5:30,,275,,,,
,06/11/2022 5:35,,276,,,,
,06/11/2022 5:41,,277,,,,
,06/11/2022 5:48,,278,,,,
,06/11/2022 5:52,,279,,,,
,06/11/2022 6:00,8.581,,,,,
,06/11/2022 6:19,,280,,,,
,06/11/2022 6:27,,281,,,,
,06/11/2022 6:54,,282,,,,
,06/11/2022 6:56,,283,,,,
,06/11/2022 6:57,,284,,,,
,06/11/2022 6:59,,285,,,,
,06/11/2022 7:00,9.077,,,,,
,06/11/2022 7:01,,286,,,,
,06/11/2022 7:03,,287,,,,
,06/11/2022 7:06,,288,,,,
,06/11/2022 7:13,,289,,,,
,06/11/2022 7:37,,290,,,,
,06/11/2022 7:50,,291,,,,
,06/11/2022 7:54,,292,,,,
,06/11/2022 8:00,10.748,,,,,
,06/11/2022 8:04,,293,,,,
,06/11/2022 9:00,11.139,,,,,
,06/11/2022 9:49,,294,,,,
,06/11/2022 9:51,,295,,,,
,06/11/2022 9:51,,296,,,,
,06/11/2022 9:53,,297,,,,
,06/11/2022 9:54,,298,,,,
,06/11/2022 9:54,,299,,,,
,06/11/2022 9:56,,300,,,,
,06/11/2022 9:59,,301,,,,
,06/11/2022 10:00,17.379,,,,,
,06/11/2022 10:01,,302,,,,
,06/11/2022 10:04,,303,,,,
,06/11/2022 10:07,,304,,,,
,06/11/2022 10:09,,305,,,,
,06/11/2022 10:12,,306,,,,
,06/11/2022 10:21,,307,,,,
,06/11/2022 11:00,15.187,,,,,
,06/11/2022 12:00,21.951,,,,,
,06/11/2022 13:00,18.806,,,,,
,06/11/2022 13:24,,308,,,,
,06/11/2022 13:39,,309,,,,
,06/11/2022 13:43,,310,,,,
,06/11/2022 13:49,,311,,,,
,06/11/2022 14:00,14.038,,,,,
,06/11/2022 14:01,,312,,,,
,06/11/2022 15:00,24.158,,,,,
,06/11/2022 16:00,23.581,,,,,
,06/11/2022 16:21,,313,,,,
,06/11/2022 16:23,,314,,,,
,06/11/2022 16:23,,315,,,,
,06/11/2022 16:24,,316,,,,
,06/11/2022 16:24,,317,,,,
,06/11/2022 16:25,,318,,,,
,06/11/2022 16:26,,319,,,,
,06/11/2022 16:27,,320,,,,
,06/11/2022 16:32,,321,,,,
,06/11/2022 17:00,14.23,,,,,
,06/11/2022 18:00,12.98,,,,,
,06/11/2022 18:44,,322,,,,
,06/11/2022 18:49,,323,,,,
,06/11/2022 18:52,,324,,,,
,06/11/2022 18:54,,325,,,,
,06/11/2022 18:56,,326,,,,
,06/11/2022 18:57,,327,,,,
,06/11/2022 18:59,,328,,,,
,06/11/2022 19:00,10.259,,,,,
,06/11/2022 19:00,,329,,,,
,06/11/2022 19:02,,330,,,,
,06/11/2022 19:04,,331,,,,
,06/11/2022 19:05,,332,,,,
,06/11/2022 19:06,,333,,,,
,06/11/2022 19:08,,334,,,,
,06/11/2022 19:09,,335,,,,
,06/11/2022 19:10,,336,,,,
,06/11/2022 19:11,,337,,,,
,06/11/2022 19:13,,338,,,,
,06/11/2022 19:14,,339,,,,
,06/11/2022 19:15,,340,,,,
,06/11/2022 19:16,,341,,,,
,06/11/2022 19:17,,342,,,,
,06/11/2022 19:18,,343,,,,
,06/11/2022 19:20,,344,,,,
,06/11/2022 19:21,,345,,,,
,06/11/2022 19:22,,346,,,,
,06/11/2022 19:23,,347,,,,
,06/11/2022 19:25,,348,,,,
,06/11/2022 19:26,,349,,,,
,06/11/2022 19:28,,350,,,,
,06/11/2022 19:30,,351,,,,
,06/11/2022 19:32,,352,,,,
,06/11/2022 19:34,,353,,,,
,06/11/2022 19:36,,354,,,,
,06/11/2022 19:39,,355,,,,
,06/11/2022 19:48,,356,,,,
,06/11/2022 20:00,8.282,,,,,
,06/11/2022 20:51,,357,,,,
,06/11/2022 20:58,,358,,,,
,06/11/2022 21:00,7.481,,,,,
,06/11/2022 21:00,,359,,,,
,06/11/2022 21:04,,360,,,,
,06/11/2022 21:08,,361,,,,
,06/11/2022 21:13,,362,,,,
,06/11/2022 21:15,,363,,,,
,06/11/2022 21:18,,364,,,,
,06/11/2022 21:19,,365,,,,
,06/11/2022 21:21,,366,,,,
,06/11/2022 21:23,,367,,,,
,06/11/2022 21:25,,368,,,,
,06/11/2022 21:28,,369,,,,
,06/11/2022 21:31,,370,,,,
,06/11/2022 21:33,,371,,,,
,06/11/2022 21:35,,372,,,,
,06/11/2022 21:36,,373,,,,
,06/11/2022 21:39,,374,,,,
,06/11/2022 21:41,,375,,,,
,06/11/2022 21:45,,376,,,,
,06/11/2022 21:54,,377,,,,
,06/11/2022 22:00,6.978,,,,,
,06/11/2022 22:21,,378,,,,
,06/11/2022 22:34,,379,,,,
,06/11/2022 23:00,6.573,,,,,
,06/11/2022 23:18,,380,,,,
,06/11/2022 23:54,,381,,,,
,06/12/2022 0:00,6.471,,,,,
,06/12/2022 1:00,6.268,,,,,
,06/12/2022 2:00,5.552,,,,,
,06/12/2022 3:00,4.727,,,,,
,06/12/2022 4:00,3.893,,,,,
,06/12/2022 5:00,3.893,,,,,
,06/12/2022 6:00,5.655,,,,,
,06/12/2022 7:00,7.481,,,,,
,06/12/2022 7:41,,382,,,,
,06/12/2022 7:48,,383,,,,
,06/12/2022 8:00,7.983,,,,,
